Date,price,volume,delta_price1,delta_price2,delta_price3,delta_price4,delta_price5,Abs_delta_price1,Abs_delta_price2,Abs_delta_price3,Abs_delta_price4,Abs_delta_price5
2017-09-19,3882.16,86645.15,,,,,,,,,,
2017-09-20,3617.27,145124.78,-264.8899999999999,,,,,264.8899999999999,,,,
2017-09-21,3600.83,114717.36,-16.440000000000055,-281.3299999999999,,,,16.440000000000055,281.3299999999999,,,
2017-09-22,3788.02,67820.32,187.19000000000005,170.75,-94.13999999999987,,,187.19000000000005,170.75,94.13999999999987,,
2017-09-23,3667.52,49661.76,-120.5,66.69000000000005,50.25,-214.63999999999987,,120.5,66.69000000000005,50.25,214.63999999999987,
2017-09-24,3932.83,100194.7,265.30999999999995,144.80999999999995,332.0,315.55999999999995,50.67000000000007,265.30999999999995,144.80999999999995,332.0,315.55999999999995,50.67000000000007
2017-09-25,3892.7,63252.3,-40.13000000000011,225.17999999999984,104.67999999999984,291.8699999999999,275.42999999999984,40.13000000000011,225.17999999999984,104.67999999999984,291.8699999999999,275.42999999999984
2017-09-26,4212.2,117596.07,319.5,279.3699999999999,544.6799999999998,424.17999999999984,611.3699999999999,319.5,279.3699999999999,544.6799999999998,424.17999999999984,611.3699999999999
2017-09-27,4195.65,92228.17,-16.550000000000182,302.9499999999998,262.8199999999997,528.1299999999997,407.62999999999965,16.550000000000182,302.9499999999998,262.8199999999997,528.1299999999997,407.62999999999965
2017-09-28,4172.79,97803.91,-22.859999999999673,-39.409999999999854,280.09000000000015,239.96000000000004,505.27,22.859999999999673,39.409999999999854,280.09000000000015,239.96000000000004,505.27
2017-09-29,4360.62,67493.68,187.82999999999993,164.97000000000025,148.42000000000007,467.9200000000001,427.78999999999996,187.82999999999993,164.97000000000025,148.42000000000007,467.9200000000001,427.78999999999996
2017-09-30,4403.09,60583.85,42.470000000000255,230.30000000000018,207.4400000000005,190.89000000000033,510.3900000000003,42.470000000000255,230.30000000000018,207.4400000000005,190.89000000000033,510.3900000000003
2017-10-01,4401.32,71201.48,-1.7700000000004366,40.69999999999982,228.52999999999975,205.67000000000007,189.1199999999999,1.7700000000004366,40.69999999999982,228.52999999999975,205.67000000000007,189.1199999999999
2017-10-02,4314.18,81867.3,-87.13999999999942,-88.90999999999985,-46.4399999999996,141.39000000000033,118.53000000000065,87.13999999999942,88.90999999999985,46.4399999999996,141.39000000000033,118.53000000000065
2017-10-03,4218.66,64081.96,-95.52000000000044,-182.65999999999985,-184.4300000000003,-141.96000000000004,45.86999999999989,95.52000000000044,182.65999999999985,184.4300000000003,141.96000000000004,45.86999999999989
2017-10-04,4321.44,63613.2,102.77999999999975,7.259999999999309,-79.88000000000011,-81.65000000000055,-39.18000000000029,102.77999999999975,7.259999999999309,79.88000000000011,81.65000000000055,39.18000000000029
2017-10-05,4371.94,61692.93,50.5,153.27999999999975,57.75999999999931,-29.38000000000011,-31.150000000000546,50.5,153.27999999999975,57.75999999999931,29.38000000000011,31.150000000000546
2017-10-06,4435.81,40202.08,63.8700000000008,114.3700000000008,217.15000000000055,121.63000000000011,34.49000000000069,63.8700000000008,114.3700000000008,217.15000000000055,121.63000000000011,34.49000000000069
2017-10-07,4611.7,71366.95,175.88999999999942,239.76000000000022,290.2600000000002,393.03999999999996,297.5199999999995,175.88999999999942,239.76000000000022,290.2600000000002,393.03999999999996,297.5199999999995
2017-10-08,4777.49,110191.77,165.78999999999996,341.6799999999994,405.5500000000002,456.0500000000002,558.8299999999999,165.78999999999996,341.6799999999994,405.5500000000002,456.0500000000002,558.8299999999999
2017-10-09,4763.36,98485.0,-14.13000000000011,151.65999999999985,327.5499999999993,391.4200000000001,441.9200000000001,14.13000000000011,151.65999999999985,327.5499999999993,391.4200000000001,441.9200000000001
2017-10-10,4824.2,70482.75,60.840000000000146,46.710000000000036,212.5,388.3899999999994,452.2600000000002,60.840000000000146,46.710000000000036,212.5,388.3899999999994,452.2600000000002
2017-10-11,5432.62,163916.09,608.4200000000001,669.2600000000002,655.1300000000001,820.9200000000001,996.8099999999995,608.4200000000001,669.2600000000002,655.1300000000001,820.9200000000001,996.8099999999995
2017-10-12,5637.26,215018.92,204.64000000000033,813.0600000000004,873.9000000000005,859.7700000000004,1025.5600000000004,204.64000000000033,813.0600000000004,873.9000000000005,859.7700000000004,1025.5600000000004
2017-10-13,5824.71,76224.35,187.44999999999982,392.09000000000015,1000.5100000000002,1061.3500000000004,1047.2200000000003,187.44999999999982,392.09000000000015,1000.5100000000002,1061.3500000000004,1047.2200000000003
2017-10-14,5688.14,101636.95,-136.5699999999997,50.88000000000011,255.52000000000044,863.9400000000005,924.7800000000007,136.5699999999997,50.88000000000011,255.52000000000044,863.9400000000005,924.7800000000007
2017-10-15,5759.33,61358.95,71.1899999999996,-65.38000000000011,122.06999999999971,326.71000000000004,935.1300000000001,71.1899999999996,65.38000000000011,122.06999999999971,326.71000000000004,935.1300000000001
2017-10-16,5598.58,65637.43,-160.75,-89.5600000000004,-226.1300000000001,-38.68000000000029,165.96000000000004,160.75,89.5600000000004,226.1300000000001,38.68000000000029,165.96000000000004
2017-10-17,5575.83,122020.31,-22.75,-183.5,-112.3100000000004,-248.8800000000001,-61.43000000000029,22.75,183.5,112.3100000000004,248.8800000000001,61.43000000000029
2017-10-18,5698.65,83056.09,122.81999999999971,100.06999999999971,-60.68000000000029,10.509999999999309,-126.0600000000004,122.81999999999971,100.06999999999971,60.68000000000029,10.509999999999309,126.0600000000004
2017-10-19,5993.11,123860.51,294.46000000000004,417.27999999999975,394.52999999999975,233.77999999999975,304.96999999999935,294.46000000000004,417.27999999999975,394.52999999999975,233.77999999999975,304.96999999999935
2017-10-20,6006.65,112943.89,13.539999999999964,308.0,430.8199999999997,408.0699999999997,247.3199999999997,13.539999999999964,308.0,430.8199999999997,408.0699999999997,247.3199999999997
2017-10-21,5982.86,105030.93,-23.789999999999964,-10.25,284.21000000000004,407.02999999999975,384.27999999999975,23.789999999999964,10.25,284.21000000000004,407.02999999999975,384.27999999999975
2017-10-22,5903.61,137140.4,-79.25,-103.03999999999996,-89.5,204.96000000000004,327.77999999999975,79.25,103.03999999999996,89.5,204.96000000000004,327.77999999999975
2017-10-23,5513.08,143735.81,-390.52999999999975,-469.77999999999975,-493.5699999999997,-480.02999999999975,-185.5699999999997,390.52999999999975,469.77999999999975,493.5699999999997,480.02999999999975,185.5699999999997
2017-10-24,5734.0,105839.48,220.92000000000007,-169.60999999999967,-248.85999999999967,-272.64999999999964,-259.1099999999997,220.92000000000007,169.60999999999967,248.85999999999967,272.64999999999964,259.1099999999997
